14, 204,0
19, 204,198
24, 204,246
29, 204,0
34, 204,0
39, 204,0
14, 255,318
19, 255,81
24, 255,297
29, 255,0
34, 255,0
39, 255,0
14, 306,165
19, 306,216
24, 306,246
29, 306,144
34, 306,0
39, 306,0
14, 357,90
19, 357,156
24, 357,270
29, 357,0
34, 357,0
39, 357,0
14, 408,42
19, 408,285
24, 408,321
29, 408,0
34, 408,0
39, 408,0
14, 459,0
19, 459,327
24, 459,219
29, 459,0
34, 459,0
39, 459,0
14, 204,276
19, 204,120
24, 204,393
29, 204,0
34, 204,0
39, 204,0
14, 255,132
19, 255,126
24, 255,321
29, 255,0
34, 255,0
39, 255,0
14, 306,57
19, 306,294
24, 306,321
29, 306,9
34, 306,0
39, 306,0
