5, 0, 150, 150, 155, 39, 0, 16, 11, 0, 2
4, 0, 150, 150, 155, 34, 0, 11, 17, 0, 2
3, 0, 150, 150, 155, 29, 0, 16, 19, 0, 2
2, 0, 150, 150, 155, 24, 0, 14, 15, 0, 2
1, 0, 150, 150, 155, 19, 0, 10, 15, 0, 2
0, 0, 150, 150, 155, 14, 0, 12, 11, 0, 2
11, 0, 200, 200, 205, 39, 24, 19, 11, 0, 5
10, 0, 200, 200, 205, 34, 24, 19, 17, 0, 5
9, 0, 200, 200, 205, 29, 24, 14, 10, 0, 5
8, 0, 200, 200, 205, 24, 24, 14, 14, 0, 5
7, 0, 200, 200, 205, 19, 19, 10, 12, 0, 7
6, 0, 200, 200, 205, 14, 24, 15, 11, 0, 5
17, 0, 250, 250, 255, 39, 19, 15, 17, 0, 7
16, 0, 250, 250, 255, 34, 19, 14, 16, 0, 7
15, 0, 250, 250, 255, 29, 19, 10, 10, 0, 7
14, 0, 250, 250, 255, 24, 24, 12, 11, 0, 7
13, 0, 250, 250, 255, 19, 19, 14, 19, 0, 7
12, 0, 250, 250, 255, 14, 19, 16, 19, 0, 7
23, 0, 300, 300, 305, 39, 24, 12, 14, 0, 7
22, 0, 300, 300, 305, 34, 24, 10, 17, 0, 7
21, 0, 300, 300, 305, 29, 24, 14, 13, 0, 7
20, 0, 300, 300, 305, 24, 24, 10, 14, 0, 7
19, 0, 300, 300, 305, 19, 19, 14, 16, 0, 7
18, 0, 300, 300, 305, 14, 24, 16, 15, 0, 7
29, 0, 350, 350, 355, 39, 14, 15, 10, 0, 5
28, 0, 350, 350, 355, 34, 14, 19, 13, 0, 5
27, 0, 350, 350, 355, 29, 14, 14, 17, 0, 5
26, 0, 350, 350, 355, 24, 24, 12, 14, 0, 7
25, 0, 350, 350, 355, 19, 19, 13, 13, 0, 5
24, 0, 350, 350, 355, 14, 14, 11, 18, 0, 5
35, 0, 400, 400, 405, 39, 24, 15, 17, 0, 5
34, 0, 400, 400, 405, 34, 19, 13, 11, 0, 7
33, 0, 400, 400, 405, 29, 24, 12, 17, 0, 5
32, 0, 400, 400, 405, 24, 24, 12, 14, 0, 5
31, 0, 400, 400, 405, 19, 19, 18, 13, 0, 7
30, 0, 400, 400, 405, 14, 24, 16, 11, 0, 5
41, 0, 450, 450, 455, 39, 19, 16, 14, 0, 7
40, 0, 450, 450, 455, 34, 19, 14, 16, 0, 7
39, 0, 450, 450, 455, 29, 19, 14, 16, 0, 7
38, 0, 450, 450, 455, 24, 24, 10, 11, 0, 7
37, 0, 450, 450, 455, 19, 19, 14, 12, 0, 7
36, 0, 450, 450, 455, 14, 19, 11, 17, 0, 7
47, 0, 500, 500, 505, 39, 19, 11, 12, 0, 7
46, 0, 500, 500, 505, 34, 19, 15, 12, 0, 7
45, 0, 500, 500, 505, 29, 19, 19, 16, 0, 7
44, 0, 500, 500, 505, 24, 24, 12, 16, 0, 7
43, 0, 500, 500, 505, 19, 19, 15, 14, 0, 7
42, 0, 500, 500, 505, 14, 14, 19, 19, 0, 5
53, 0, 550, 550, 555, 39, 19, 11, 10, 0, 7
52, 0, 550, 550, 555, 34, 19, 15, 13, 0, 7
51, 0, 550, 550, 555, 29, 19, 15, 10, 0, 7
50, 0, 550, 550, 555, 24, 0, 12, 17, 0, 2
49, 0, 550, 550, 555, 19, 19, 11, 10, 0, 7
48, 0, 550, 550, 555, 14, 19, 16, 13, 0, 7
59, 0, 600, 600, 605, 39, 19, 12, 14, 0, 5
58, 0, 600, 600, 605, 34, 19, 13, 10, 0, 5
57, 0, 600, 600, 605, 29, 19, 16, 11, 0, 5
56, 0, 600, 600, 605, 24, 24, 19, 15, 0, 5
55, 0, 600, 600, 605, 19, 19, 19, 15, 0, 5
54, 0, 600, 600, 605, 14, 19, 10, 16, 0, 5
65, 0, 650, 650, 655, 39, 19, 15, 17, 0, 5
64, 0, 650, 650, 655, 34, 19, 18, 18, 0, 5
63, 0, 650, 650, 655, 29, 19, 11, 12, 0, 5
62, 0, 650, 650, 655, 24, 24, 14, 10, 0, 5
61, 0, 650, 650, 655, 19, 19, 12, 14, 0, 5
60, 0, 650, 650, 655, 14, 19, 14, 12, 0, 5
71, 0, 700, 700, 705, 39, 24, 14, 11, 0, 5
70, 0, 700, 700, 705, 34, 24, 10, 11, 0, 5
69, 0, 700, 700, 705, 29, 24, 18, 13, 0, 5
68, 0, 700, 700, 705, 24, 24, 15, 10, 0, 5
67, 0, 700, 700, 705, 19, 24, 18, 19, 0, 5
66, 0, 700, 700, 705, 14, 24, 10, 16, 0, 5
77, 0, 750, 750, 755, 39, 24, 12, 14, 0, 7
76, 0, 750, 750, 755, 34, 24, 13, 17, 0, 7
75, 0, 750, 750, 755, 29, 24, 16, 13, 0, 7
74, 0, 750, 750, 755, 24, 24, 10, 19, 0, 7
73, 0, 750, 750, 755, 19, 19, 18, 10, 0, 5
72, 0, 750, 750, 755, 14, 24, 12, 15, 0, 7
83, 0, 800, 800, 805, 39, 24, 17, 10, 0, 7
82, 0, 800, 800, 805, 34, 24, 16, 15, 0, 7
81, 0, 800, 800, 805, 29, 24, 11, 18, 0, 7
80, 0, 800, 800, 805, 24, 24, 11, 19, 0, 7
79, 0, 800, 800, 805, 19, 19, 14, 10, 0, 7
78, 0, 800, 800, 805, 14, 24, 16, 16, 0, 7
89, 0, 850, 850, 855, 39, 19, 19, 14, 0, 5
88, 0, 850, 850, 855, 34, 19, 16, 16, 0, 7
87, 0, 850, 850, 855, 29, 19, 12, 18, 0, 7
86, 0, 850, 850, 855, 24, 24, 10, 11, 0, 5
85, 0, 850, 850, 855, 19, 19, 18, 11, 0, 7
84, 0, 850, 850, 855, 14, 19, 17, 14, 0, 7
95, 0, 900, 900, 905, 39, 24, 10, 19, 0, 7
94, 0, 900, 900, 905, 34, 19, 16, 19, 0, 5
93, 0, 900, 900, 905, 29, 24, 11, 19, 0, 7
92, 0, 900, 900, 905, 24, 24, 11, 18, 0, 7
91, 0, 900, 900, 905, 19, 19, 17, 14, 0, 5
90, 0, 900, 900, 905, 14, 24, 14, 17, 0, 7
101, 0, 950, 950, 955, 39, 19, 14, 11, 0, 7
100, 0, 950, 950, 955, 34, 19, 17, 19, 0, 7
99, 0, 950, 950, 955, 29, 19, 16, 17, 0, 7
98, 0, 950, 950, 955, 24, 24, 13, 17, 0, 7
97, 0, 950, 950, 955, 19, 19, 17, 14, 0, 7
