106, 150, 39
130, 150, 24
274, 150, 19
394, 150, 24
496, 150, 34
538, 150, 19
640, 150, 24
748, 150, 24
826, 150, 24
1060, 150, 19
1336, 150, 19
1606, 150, 14
1732, 150, 24
1738, 150, 24
1912, 150, 34
1918, 150, 24
2062, 150, 24
2140, 150, 24
2170, 150, 14
2218, 150, 14
2530, 150, 24
2578, 150, 24
2740, 150, 24
2992, 150, 29
3010, 150, 29
3130, 150, 24
3172, 150, 29
3286, 150, 14
3310, 150, 24
3448, 150, 14
3466, 150, 14
3610, 150, 29
3664, 150, 24
3676, 150, 19
3802, 150, 29
3808, 150, 14
3940, 150, 14
4096, 150, 39
4156, 150, 39
4204, 150, 34
4246, 150, 39
4270, 150, 29
4282, 150, 19
4372, 150, 14
4420, 150, 39
4450, 150, 24
106, 151, 39
130, 151, 24
274, 151, 19
394, 151, 24
496, 151, 34
538, 151, 19
640, 151, 24
748, 151, 24
826, 151, 24
1060, 151, 19
1336, 151, 19
1606, 151, 14
1732, 151, 24
1738, 151, 24
1918, 151, 24
2062, 151, 24
2140, 151, 24
2170, 151, 14
2218, 151, 14
2530, 151, 24
2578, 151, 24
2740, 151, 24
2992, 151, 29
3010, 151, 29
3130, 151, 24
3172, 151, 29
3286, 151, 14
3310, 151, 24
3448, 151, 14
3466, 151, 14
3610, 151, 29
3664, 151, 24
3676, 151, 19
3802, 151, 29
3808, 151, 14
3940, 151, 14
4096, 151, 39
4156, 151, 39
4204, 151, 34
4246, 151, 39
4270, 151, 29
4282, 151, 19
4372, 151, 14
4420, 151, 39
4450, 151, 24
106, 152, 39
130, 152, 24
274, 152, 19
394, 152, 24
496, 152, 34
538, 152, 19
640, 152, 24
748, 152, 24
826, 152, 24
1060, 152, 19
1336, 152, 19
1606, 152, 14
1732, 152, 24
1738, 152, 24
1918, 152, 24
2062, 152, 24
2140, 152, 24
2170, 152, 14
2218, 152, 14
2530, 152, 24
2578, 152, 24
2740, 152, 24
2992, 152, 29
3010, 152, 29
3130, 152, 24
3172, 152, 29
3286, 152, 14
3310, 152, 24
3448, 152, 14
3466, 152, 14
3610, 152, 29
3664, 152, 24
3676, 152, 19
3802, 152, 29
3808, 152, 14
3940, 152, 14
4096, 152, 39
4156, 152, 39
4204, 152, 34
4246, 152, 39
4270, 152, 29
4282, 152, 19
4372, 152, 14
4420, 152, 39
4450, 152, 24
106, 153, 39
130, 153, 24
274, 153, 19
394, 153, 24
496, 153, 34
538, 153, 19
640, 153, 24
748, 153, 24
826, 153, 24
1060, 153, 19
1336, 153, 19
1606, 153, 14
1732, 153, 24
1738, 153, 24
1918, 153, 24
2062, 153, 24
2140, 153, 24
2170, 153, 14
2218, 153, 14
2530, 153, 24
2578, 153, 24
2740, 153, 24
2992, 153, 29
3130, 153, 24
3172, 153, 29
3286, 153, 14
3310, 153, 24
3448, 153, 14
3466, 153, 14
3610, 153, 29
3664, 153, 24
3676, 153, 19
3802, 153, 29
3808, 153, 14
3940, 153, 14
4096, 153, 39
4156, 153, 39
4204, 153, 34
4246, 153, 39
4270, 153, 29
4282, 153, 19
4372, 153, 14
4420, 153, 39
4450, 153, 24
106, 154, 39
130, 154, 24
274, 154, 19
394, 154, 24
496, 154, 34
538, 154, 19
640, 154, 24
748, 154, 24
826, 154, 24
1060, 154, 19
1336, 154, 19
1606, 154, 14
1732, 154, 24
1738, 154, 24
1918, 154, 24
2062, 154, 24
2140, 154, 24
2170, 154, 14
2218, 154, 14
